Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
552,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18514,Agency W,73126,Agency W Program 2,2530,Ready Children,12977,Strategy,11486,631629,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21304,933426,"(3)# of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts (How Much)",Submitted,135352,How Much,67,64,70,135
442,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21645,934832,# & %  of participating clients who are either at risk of becoming perpetrators of familiy violence and/or already have been identified as perpetrators completing program (How Well) SIFIC 4A,Submitted,135360,How Well,2,115,127,523
443,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14845,Is anyone BETTER OFF?,21653,934835,# & %  of participating clients who are free of new occurrences of family violence at the time of program completion (Better Off) SIFIC 4A,Submitted,135358,Better Off,0,24,26,570
444,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21618,934830,# & % of participating clients completing program (How Well) SIFIC 1A,Submitted,135360,How Well,104,139,153,1140
445,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21616,934829,# & % of participating clients meeting program dosage requirements (How Well) SIFIC 1A,Submitted,135360,How Well,216,443,487,1140
446,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14845,Is anyone BETTER OFF?,21655,934836,# & % of participating clients remaining free of new occurrences of family violence after program completion (tracking duration as per program model) (Better Off) SIFIC 4A,Submitted,135358,Better Off,12,2,2,285
447,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21639,934828,# & % of participating clients who are either at risk of becoming perpetrators of familiy violence and/or already have been identified as perpetrators meeting dosage requirements (How Well) SIFIC 4A,Submitted,135352,How Much,43,419,461,523
448,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14845,Is anyone BETTER OFF?,21651,934834,# & % of participating clients with reduced risk of becoming perpetrators of family violence and/or re-offend at the time of program completion (Better Off) SIFIC 4A,Submitted,135358,Better Off,63,61,67,523
449,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14845,Is anyone BETTER OFF?,21649,934833,# & % of participating clients with reduced risk of becoming victims of family violence and/or being re-victimized at the time of program completion (Better Off) SIFIC 4A,Submitted,135358,Better Off,87,84,92,617
450,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21643,934831,# & % of particpating clients who are either at risk of becoming victims or family violence and/or have been victimized completing program (How Well) SIFIC 4A,Submitted,135360,How Well,63,138,152,617
451,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21637,934827,# & % of particpating clients who are either at risk of becoming victims or family violence and/or have been victimized meeting dosage requirements (How Well) SIFIC 4A,Submitted,135360,How Well,63,442,486,617
452,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21636,934826,# & % of recruited people enrolled into program as participating clients (How Well) SIFIC 4A,Submitted,135360,How Well,41,177,195,2419
453,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21634,934824,# & % of total people enrolled into program who are either at risk of becoming perpetrators of familiy violence and/or already have been identified as perpetrators (How Much) SIFIC 4A,Submitted,135360,How Well,2,103,113,1045
454,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21632,934823,# & % of total people enrolled into program who are either at risk of becoming victims or family violence and/or have been victimized (How Much) SIFIC 4A,Submitted,135360,How Well,49,134,147,1234
455,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21633,934837,# of people enrolled into program who are either at risk of becoming perpetrators of familiy violence and/or already have been identified as perpetrators (How Much) SIFIC 4A,Submitted,135352,How Much,11,103,113,1045
456,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21631,934822,# of people enrolled into program who are either at risk of becoming victims or family violence and/or have been victimized (How Much) SIFIC 4A,Submitted,135352,How Much,481,174,191,1234
457,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21630,934821,# of people recruited for program,Submitted,135352,How Much,481,1061,1167,2419
458,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21635,934825,# total of people enrolled into program as participating clients (How Much) SIFIC 4A,Submitted,135352,How Much,481,177,195,2279
1278,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14844,How WELL did we do it?,21931,935379,# & % of systems demonstrating a reduction in disciplinary referrals after achievement of system level changes (Better Off) SSIC 2.2B,Submitted,135360,How Well,0,0,0,4
1279,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14844,How WELL did we do it?,21933,935380,# & % of systems sustaining a reduction in disciplinary referrals after achievement of system level changes (Better Off) SSIC 2.2B,Submitted,135360,How Well,0,0,0,4
1280,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21929,935377,# of systems engaged on reform (How Much) SSIC 2.2B,Submitted,135352,How Much,4,6,7,5
1281,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21936,935382,"% change in disciplinary referral rate (In-School Suspension, Out-of-School Suspension, and/or to a Disciplinary Alternative Education Program) (Better Off) SSIC 2.2B",Submitted,135352,How Much,0,0,0,0
1282,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21930,935378,"% of students with disciplinary referrals (In-School Suspension, Out-of-School Suspension, and/or to a Disciplinary Alternative Education Program) (How Much) SSIC 2.2B",Submitted,135352,How Much,83,0,0,0
1283,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21935,935381,"% of students with disciplinary referrals (In-School Suspension, Out-of-School Suspension, and/or to a Disciplinary Alternative Education) Program after achievement of system level changes (Better Off) SSIC 2.2B",Submitted,135352,How Much,0,0,0,0
1284,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14844,How WELL did we do it?,21921,935371,# & % of identified students with disciplinary referrals and/or behavioral issues enrolled in appropriate intervention(s) (How Much) SSIC 2.2A,Submitted,135360,How Well,20,26,29,270
1285,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14844,How WELL did we do it?,21923,935372,# & % of participating students completing intervention(s) (How Well) SSIC 2.2A,Submitted,135360,How Well,20,20,22,250
1286,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14844,How WELL did we do it?,21924,935373,# & % of participating students demonstrating improvement on identified behavioral issues (How Well) SSIC 2.2A,Submitted,135360,How Well,9,5,6,225
1287,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14845,Is anyone BETTER OFF?,21926,935374,# & % of participating students with reduction in disciplinary referrals after completion of intervention(s) (tracking duration as per program model) (Better Off) SSIC 2.2A,Submitted,135358,Better Off,0,0,0,200
1288,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14845,Is anyone BETTER OFF?,21952,935375,# & % of participating students without disciplinary referrals after completion of intervention(s) (tracking duration as per program model) (Better Off) SSIC 2.2A,Submitted,135358,Better Off,0,0,0,125
1289,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14844,How WELL did we do it?,21917,935368,# & % of students with disciplinary referrals and/or behavioral issues identified (How Much) SSIC 2.2A,Submitted,135360,How Well,20,26,29,289
1290,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14843,How MUCH did we do?,21918,935369,# of students with disciplinary referrals and/or behavioral issues assessed to identify appropriate intervention(s) (How Much) SSIC 2.2A,Submitted,135352,How Much,83,26,29,274
1291,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14843,How MUCH did we do?,21920,935370,# of students with disciplinary referrals and/or behavioral issues enrolled in appropriate intervention(s) (How Much) SSIC 2.2A,Submitted,135352,How Much,83,26,29,270
468,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21309,932743,# & %  of referrals of clients to other providers with clients receiving the service they were referred for within 60 days of referral (How Well),Submitted,135360,How Well,0,0,0,
469,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14845,Is anyone BETTER OFF?,21317,932747,# & % of caregivers of children 0-8 at lower risk to engage in abusive behavior towards children (Better Off),Submitted,135358,Better Off,0,0,0,
470,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14845,Is anyone BETTER OFF?,21315,932746,# & % of children 0-8 at lower risk to experience child abuse as a result of receiving appropriate care (Better Off),Submitted,135358,Better Off,4,5,6,188
471,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21312,932744,"# & % of participating children 0-8 completing participation in mental health, substance abuse, domestic violence and/or respite care services as per program model (How Well)",Submitted,135360,How Well,16,5,6,250
472,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21313,932745,"# of caregivers of children 0-8 completing participation in mental health, substance abuse, domestic violence and/or respite care services on schedule as per program model (How Well)",Submitted,135360,How Well,0,0,0,0
473,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21307,932741,"# of caregivers of children 0-8 currently participating in mental health, substance abuse, domestic violence and/or respite care services (How much)",Submitted,135352,How Much,0,0,0,
474,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21305,932739,"# of caregivers of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts (How Much)",Submitted,135352,How Much,0,0,0,0
475,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21306,932740,"# of children 0-8 currently participating in mental health, substance abuse, domestic violence and/or respite care services (How Much)",Submitted,135352,How Much,0,0,0,
476,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,19787,932737,"# of families with children 0-8 receiving information relevant to child mental health, substance abuse, domestic violence and respite care services through outreach efforts (How Much)",Submitted,135352,How Much,88,93,102,1050
477,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21303,932736,# of outreach efforts conducted to recruit caregivers of children 0-8 for services (How Much),Submitted,135352,How Much,0,0,0,0
478,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21302,932735,# of outreach efforts conducted to recruit children 0-8 for services (How Much),Submitted,135352,How Much,0,0,0,0
479,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21308,932742,# of referrals of clients to other providers (How much),Submitted,135352,How Much,0,0,0,
480,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21304,932738,"(3)# of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts (How Much)",Submitted,135352,How Much,88,93,102,1050
481,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11488,631602,"Utilize faith based networks, educational institutions, hospitals, nonprofit agencies and businesses to educate the community on prevention and intervention (1.3)",14844,How WELL did we do it?,21454,933266,# & % of newly engaged institutions distributing information relevant to child abuse prevention and intervention on a regular basis (How Well),Submitted,135360,How Well,9,12,13,6
482,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11488,631602,"Utilize faith based networks, educational institutions, hospitals, nonprofit agencies and businesses to educate the community on prevention and intervention (1.3)",14844,How WELL did we do it?,21452,933265,# & % of newly engaged institutions establishing ongoing relationship to distribute information relevant to child abuse prevention (How Well),Submitted,135360,How Well,9,12,13,12
483,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11488,631602,"Utilize faith based networks, educational institutions, hospitals, nonprofit agencies and businesses to educate the community on prevention and intervention (1.3)",14843,How MUCH did we do?,21453,933264,# of institutions distributing information relevant to child abuse prevention and intervention on a regular basis (How Well),Submitted,135352,How Much,9,12,13,6
484,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11488,631602,"Utilize faith based networks, educational institutions, hospitals, nonprofit agencies and businesses to educate the community on prevention and intervention (1.3)",14843,How MUCH did we do?,21451,933263,# of institutions establishing ongoing relationship to distribute information relevant to child abuse prevention (How Much),Submitted,135352,How Much,26,5,6,12
485,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11488,631602,"Utilize faith based networks, educational institutions, hospitals, nonprofit agencies and businesses to educate the community on prevention and intervention (1.3)",14843,How MUCH did we do?,21450,933262,# of new institutions engaged on child abuse prevention and intervention education outreach efforts(How Much),Submitted,135352,How Much,75,0,0,20
486,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932766,"# of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts",Submitted,135352,How Much,49,15,17,
487,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932764,# of children confirming their outcry during the forensic interview,Submitted,135352,How Much,48,45,50,
488,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932762,# of children receiving guidance through the investigative process,Submitted,135352,How Much,88,87,96,
489,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932760,# of children that received a forensic interview,Submitted,135352,How Much,85,84,92,
490,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932767,# of individuals participating in training to increase their knowledge of recognizing child abuse and increase their willingness to report child abuse,Submitted,135352,How Much,72,1962,2158,
491,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932768,# of individuals participating in training who report increased knowledge of recognizing child abuse,Submitted,135352,How Much,46,1616,1778,
492,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932770,# of individuals participating in training who report increased willingness to report child abuse,Submitted,135352,How Much,50,1790,1969,
493,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932765,% of children confirming their outcry during the forensic interview,Submitted,135352,How Much,56,54,59,
494,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932761,% of children that received a forensic interview,Submitted,135352,How Much,97,97,107,
495,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932769,% of individuals participating in training who report increased knowledge of recognizing child abuse,Submitted,135352,How Much,64,82,90,
